Tên thủ tục,Link
"Đề nghị làm mất tính năng, tác dụng của vũ khí, công cụ hỗ trợ được sử dụng để triển lãm, trưng bày hoặc làm đạo cụ trong hoạt động văn hóa, nghệ thuật thực hiện tại Cục",https://dichvucong.bocongan.gov.vn/bocongan/bothutuc/tthc?matt=26290
"Cấp giấy chứng nhận cơ sở đủ điều kiện đào tạo, huấn luyện nghiệp vụ nhân viên an ninh hàng không",https://dichvucong.bocongan.gov.vn/bocongan/bothutuc/tthc?matt=61595
Cấp Giấy phép kinh doanh công cụ hỗ trợ thực hiện tại Cục,https://dichvucong.bocongan.gov.vn/bocongan/bothutuc/tthc?matt=26241
Cấp Giấy phép mua công cụ hỗ trợ thực hiện tại Cục,https://dichvucong.bocongan.gov.vn/bocongan/bothutuc/tthc?matt=26208
Cấp lại Giấy phép sử dụng công cụ hỗ trợ thực hiện tại Cục,https://dichvucong.bocongan.gov.vn/bocongan/bothutuc/tthc?matt=26273
"Đề nghị xác nhận tình trạng vũ khí, công cụ hỗ trợ đã mất tính năng, tác dụng được sử dụng để triển lãm, trưng bày hoặc làm đạo cụ trong hoạt động văn hóa, nghệ thuật thực hiện tại Cục",https://dichvucong.bocongan.gov.vn/bocongan/bothutuc/tthc?matt=26282
Cấp lại thẻ ABTC,https://dichvucong.bocongan.gov.vn/bocongan/bothutuc/tthc?matt=26246
"Cấp thẻ tạm trú cho người nước ngoài tại Cục Quản lý xuất nhập cảnh, Bộ Công an",https://dichvucong.bocongan.gov.vn/bocongan/bothutuc/tthc?matt=26285
Cấp thẻ tạm trú cho người nước ngoài tại Việt Nam tại Công an cấp tỉnh,https://dichvucong.bocongan.gov.vn/bocongan/bothutuc/tthc?matt=52392
Cấp thị thực cho người nước ngoài tại Việt Nam (thực hiện tại cấp Trung ương),https://dichvucong.bocongan.gov.vn/bocongan/bothutuc/tthc?matt=26284
Cấp thị thực cho người nước ngoài tại Việt Nam (thực hiện tại cấp tỉnh),https://dichvucong.bocongan.gov.vn/bocongan/bothutuc/tthc?matt=35697
Gia hạn tạm trú cho người nước ngoài tại Việt Nam (thực hiện tại cấp Trung ương),https://dichvucong.bocongan.gov.vn/bocongan/bothutuc/tthc?matt=26283
Gia hạn tạm trú cho người nước ngoài tại Việt Nam (thực hiện tại cấp tỉnh),https://dichvucong.bocongan.gov.vn/bocongan/bothutuc/tthc?matt=35696
Khôi phục giá trị sử dụng hộ chiếu phổ thông (thực hiện tại cấp trung ương),https://dichvucong.bocongan.gov.vn/bocongan/bothutuc/tthc?matt=26690
Khôi phục giá trị sử dụng hộ chiếu phổ thông (thực hiện tại cấp tỉnh),https://dichvucong.bocongan.gov.vn/bocongan/bothutuc/tthc?matt=35692
"Xác nhận, cung cấp thông tin liên quan đến xuất nhập cảnh của công dân Việt Nam",https://dichvucong.bocongan.gov.vn/bocongan/bothutuc/tthc?matt=26513
"Cấp Giấy phép trang bị, giấy phép sử dụng vũ khí, công cụ hỗ trợ để triển lãm, trưng bày hoặc làm đạo cụ trong hoạt động văn hóa, nghệ thuật thực hiện tại Cục",https://dichvucong.bocongan.gov.vn/bocongan/bothutuc/tthc?matt=26291
Cấp Giấy phép vận chuyển công cụ hỗ trợ thực hiện tại Cục,https://dichvucong.bocongan.gov.vn/bocongan/bothutuc/tthc?matt=26313
Cấp Giấy phép sử dụng công cụ hỗ trợ thực hiện tại Công an cấp tỉnh,https://dichvucong.bocongan.gov.vn/bocongan/bothutuc/tthc?matt=26785
Cấp Giấy phép sửa chữa công cụ hỗ trợ thực hiện tại Công an cấp tỉnh,https://dichvucong.bocongan.gov.vn/bocongan/bothutuc/tthc?matt=26775
Cấp Giấy phép trang bị công cụ hỗ trợ thực hiện tại Công an cấp tỉnh,https://dichvucong.bocongan.gov.vn/bocongan/bothutuc/tthc?matt=26784
Cấp Giấy phép vận chuyển tiền chất thuốc nổ tại Cục Cảnh sát quản lý hành chính về trật tự xã hội - Bộ Công an,https://dichvucong.bocongan.gov.vn/bocongan/bothutuc/tthc?matt=26314
Cấp lại Giấy phép sử dụng công cụ hỗ trợ thực hiện tại Công an cấp tỉnh,https://dichvucong.bocongan.gov.vn/bocongan/bothutuc/tthc?matt=26787
Cấp lại Giấy phép sử dụng vũ khí thể thao thực hiện tại Công an cấp tỉnh,https://dichvucong.bocongan.gov.vn/bocongan/bothutuc/tthc?matt=26782
"Đổi, cấp lại Giấy chứng nhận đăng ký mẫu con dấu (thực hiện tại cấp trung ương)",https://dichvucong.bocongan.gov.vn/bocongan/bothutuc/tthc?matt=26330
Cấp Giấy chứng nhận tên định danh (Brandname),https://dichvucong.bocongan.gov.vn/bocongan/bothutuc/tthc?matt=61475
"Cấp Giấy phép cung cấp dịch vụ bảo đảm an ninh hàng không tại cảng hàng không, sân bay",https://dichvucong.bocongan.gov.vn/bocongan/bothutuc/tthc?matt=61556
"Cấp Giấy phép lưu thông phương tiện phòng cháy, chữa cháy, cứu nạn, cứu hộ.",https://dichvucong.bocongan.gov.vn/bocongan/bothutuc/tthc?matt=120752
"Cấp Giấy phép nhập khẩu pháo hoa nổ, thuốc pháo nổ và thiết bị, phụ kiện bắn pháo hoa nổ tại Cục Cảnh sát quản lý hành chính về trật tự xã hội - Bộ Công an",https://dichvucong.bocongan.gov.vn/bocongan/bothutuc/tthc?matt=26672
Cấp Giấy phép nhập khẩu sản phẩm an toàn thông tin,https://dichvucong.bocongan.gov.vn/bocongan/bothutuc/tthc?matt=61472
Cấp Giấy phép sử dụng vũ khí thể thao thực hiện tại Công an cấp tỉnh,https://dichvucong.bocongan.gov.vn/bocongan/bothutuc/tthc?matt=26796
Cấp Giấy phép trang bị vũ khí thể thao thực hiện tại Công an cấp tỉnh,https://dichvucong.bocongan.gov.vn/bocongan/bothutuc/tthc?matt=36432
Cấp Giấy phép vận chuyển công cụ hỗ trợ thực hiện tại Công an cấp tỉnh,https://dichvucong.bocongan.gov.vn/bocongan/bothutuc/tthc?matt=26793
Cấp Giấy phép vận chuyển pháo hoa để kinh doanh (thực hiện tại cấp tỉnh),https://dichvucong.bocongan.gov.vn/bocongan/bothutuc/tthc?matt=54712
"Cấp Giấy phép xuất khẩu pháo hoa nổ, thuốc pháo nổ và thiết bị, phụ kiện bắn pháo hoa nổ tại Cục Cảnh sát quản lý hành chính về trật tự xã hội - Bộ Công an",https://dichvucong.bocongan.gov.vn/bocongan/bothutuc/tthc?matt=26673
Cấp giấy chứng nhận kiểm định phương tiện phòng cháy và chữa cháy,https://dichvucong.bocongan.gov.vn/bocongan/bothutuc/tthc?matt=64167
"Cấp giấy phép kinh doanh sản phẩm, dịch vụ an toàn thông tin mạng (trường hợp cấp phép, kinh doanh dịch vụ kiểm tra, đánh giá an toàn thông tin hoặc dịch vụ bảo mật thông tin không sử dụng mật mã dân sự)",https://dichvucong.bocongan.gov.vn/bocongan/bothutuc/tthc?matt=61532
"Cấp giấy phép kinh doanh sản phẩm, dịch vụ an toàn thông tin mạng (trừ trường hợp cấp phép, kinh doanh dịch vụ kiểm tra, đánh giá an toàn thông tin hoặc dịch vụ bảo mật thông tin không sử dụng mật mã dân sự)",https://dichvucong.bocongan.gov.vn/bocongan/bothutuc/tthc?matt=61512
"Cấp giấy phép kiểm soát an ninh cảng hàng không, sân bay có giá trị sử dụng ngắn hạn",https://dichvucong.bocongan.gov.vn/bocongan/bothutuc/tthc?matt=61613
"Cấp giấy phép kiểm soát an ninh cảng hàng không, sân bay có giá trị sử dụng ngắn hạn (thực hiện tại cấp tỉnh)",https://dichvucong.bocongan.gov.vn/bocongan/bothutuc/tthc?matt=61583
"Cấp giấy phép, gia hạn, bổ sung, phục hồi năng định nhân viên kiểm soát an ninh hàng không",https://dichvucong.bocongan.gov.vn/bocongan/bothutuc/tthc?matt=61575
Cấp lại Giấy chứng nhận tên định danh,https://dichvucong.bocongan.gov.vn/bocongan/bothutuc/tthc?matt=61533
"Cấp lại Giấy phép cung cấp dịch vụ bảo đảm an ninh hàng không tại cảng hàng không, sân bay",https://dichvucong.bocongan.gov.vn/bocongan/bothutuc/tthc?matt=61574
"Cấp lại Giấy phép kinh doanh sản phẩm, dịch vụ an toàn thông tin mạng",https://dichvucong.bocongan.gov.vn/bocongan/bothutuc/tthc?matt=61494
"Cấp lại giấy chứng nhận cơ sở đủ điều kiện đào tạo, huấn luyện nghiệp vụ nhân viên an ninh hàng không",https://dichvucong.bocongan.gov.vn/bocongan/bothutuc/tthc?matt=61594
"Cấp lại giấy phép kiểm soát an ninh cảng hàng không, sân bay có giá trị sử dụng dài hạn",https://dichvucong.bocongan.gov.vn/bocongan/bothutuc/tthc?matt=61597
"Cấp lại giấy phép kiểm soát an ninh cảng hàng không, sân bay có giá trị sử dụng dài hạn (thực hiện tại cấp tỉnh)",https://dichvucong.bocongan.gov.vn/bocongan/bothutuc/tthc?matt=61582
Cấp lại giấy phép nhập khẩu sản phẩm an toàn thông tin,https://dichvucong.bocongan.gov.vn/bocongan/bothutuc/tthc?matt=61492
"Cấp lại thẻ kiểm soát an ninh cảng hàng không, sân bay có giá trị sử dụng dài hạn",https://dichvucong.bocongan.gov.vn/bocongan/bothutuc/tthc?matt=61579
"Cấp lại thẻ kiểm soát an ninh cảng hàng không, sân bay có giá trị sử dụng dài hạn (thực hiện tại cấp tỉnh)",https://dichvucong.bocongan.gov.vn/bocongan/bothutuc/tthc?matt=61632
"Cấp mới giấy phép kiểm soát an ninh cảng hàng không, sân bay có giá trị sử dụng dài hạn",https://dichvucong.bocongan.gov.vn/bocongan/bothutuc/tthc?matt=61577
"Cấp mới giấy phép kiểm soát an ninh cảng hàng không, sân bay có giá trị sử dụng dài hạn (thực hiện tại cấp tỉnh)",https://dichvucong.bocongan.gov.vn/bocongan/bothutuc/tthc?matt=61672
"Cấp mới thẻ kiểm soát an ninh cảng hàng không, sân bay có giá trị sử dụng dài hạn",https://dichvucong.bocongan.gov.vn/bocongan/bothutuc/tthc?matt=61580
"Cấp mới thẻ kiểm soát an ninh cảng hàng không, sân bay có giá trị sử dụng dài hạn (thực hiện tại cấp tỉnh)",https://dichvucong.bocongan.gov.vn/bocongan/bothutuc/tthc?matt=61581
"Cấp phiếu lý lịch tư pháp cho công dân Việt Nam, người nước ngoài đang cư trú tại Việt Nam thực hiện tại Công an cấp tỉnh",https://dichvucong.bocongan.gov.vn/bocongan/bothutuc/tthc?matt=61555
"Cấp thẻ kiểm soát an ninh cảng hàng không, sân bay có giá trị sử dụng ngắn hạn",https://dichvucong.bocongan.gov.vn/bocongan/bothutuc/tthc?matt=61615
"Cấp thẻ kiểm soát an ninh cảng hàng không, sân bay có giá trị sử dụng ngắn hạn (thực hiện tại cấp tỉnh)",https://dichvucong.bocongan.gov.vn/bocongan/bothutuc/tthc?matt=61652
Gia hạn Giấy chứng nhận tên định danh,https://dichvucong.bocongan.gov.vn/bocongan/bothutuc/tthc?matt=61474
"Gia hạn Giấy phép kinh doanh sản phẩm, dịch vụ an toàn thông tin mạng",https://dichvucong.bocongan.gov.vn/bocongan/bothutuc/tthc?matt=61473
"Khai báo thông tin về cư trú đối với người chưa đủ điều kiện đăng ký thường trú, đăng ký tạm trú",https://dichvucong.bocongan.gov.vn/bocongan/bothutuc/tthc?matt=26492
Kiểm tra công tác nghiệm thu về phòng cháy chữa cháy - Thực hiện tại cấp Trung ương,https://dichvucong.bocongan.gov.vn/bocongan/bothutuc/tthc?matt=120751
Kiểm tra công tác nghiệm thu về phòng cháy chữa cháy - Thực hiện tại cấp Tỉnh,https://dichvucong.bocongan.gov.vn/bocongan/bothutuc/tthc?matt=64233
"Nghiệm thu về phòng cháy chữa cháy (đối với dự án đầu tư xây dựng công trình, công trình, phương tiện giao thông đã được cơ quan Công an cấp Giấy chứng nhận thẩm duyệt thiết kế về phòng cháy và chữa cháy mà chưa được chấp thuận kết quả nghiệm thu) - Thực hiện tại cấp Trung ương",https://dichvucong.bocongan.gov.vn/bocongan/bothutuc/tthc?matt=64221
"Nghiệm thu về phòng cháy chữa cháy (đối với dự án đầu tư xây dựng công trình, công trình, phương tiện giao thông đã được cơ quan Công an cấp Giấy chứng nhận thẩm duyệt thiết kế về phòng cháy và chữa cháy mà chưa được chấp thuận kết quả nghiệm thu) - Thực hiện tại cấp Tỉnh",https://dichvucong.bocongan.gov.vn/bocongan/bothutuc/tthc?matt=117347
"Phê duyệt chương trình, quy chế an ninh hàng không, chấp thuận chương trình an ninh hàng không hãng hàng không nước ngoài",https://dichvucong.bocongan.gov.vn/bocongan/bothutuc/tthc?matt=61614
"Phục hồi hoạt động của cơ sở, phương tiện giao thông cơ giới, hộ gia đình và cá nhân (cấp tỉnh)",https://dichvucong.bocongan.gov.vn/bocongan/bothutuc/tthc?matt=120750
"Sửa đổi, bổ sung Giấy phép kinh doanh sản phẩm, dịch vụ an toàn thông tin mạng",https://dichvucong.bocongan.gov.vn/bocongan/bothutuc/tthc?matt=61493
"Sửa đổi, bổ sung chương trình an ninh, quy chế an ninh hàng không",https://dichvucong.bocongan.gov.vn/bocongan/bothutuc/tthc?matt=61596
"Thẩm duyệt thiết kế về phòng cháy và chữa cháy (trường hợp điều chỉnh thiết kế trong quá trình thi công đối với dự án đầu tư xây dựng công trình, công trình, phương tiện giao thông đã được cơ quan Công an cấp Giấy chứng nhận thẩm duyệt thiết kế về phòng cháy và chữa cháy mà chưa được chấp thuận kết quả nghiệm thu) - Thực hiện tại cấp Trung ương",https://dichvucong.bocongan.gov.vn/bocongan/bothutuc/tthc?matt=64222
"Thẩm duyệt thiết kế về phòng cháy và chữa cháy (trường hợp điều chỉnh thiết kế trong quá trình thi công đối với dự án đầu tư xây dựng công trình, công trình, phương tiện giao thông đã được cơ quan Công an cấp Giấy chứng nhận thẩm duyệt thiết kế về phòng cháy và chữa cháy mà chưa được chấp thuận kết quả nghiệm thu) - Thực hiện tại cấp Tỉnh",https://dichvucong.bocongan.gov.vn/bocongan/bothutuc/tthc?matt=64232
Thẩm định thiết kế về phòng cháy chữa cháy - Thực hiện tại cấp Trung ương,https://dichvucong.bocongan.gov.vn/bocongan/bothutuc/tthc?matt=64234
Thẩm định thiết kế về phòng cháy chữa cháy - Thực hiện tại cấp Tỉnh,https://dichvucong.bocongan.gov.vn/bocongan/bothutuc/tthc?matt=117346
Tách hộ,https://dichvucong.bocongan.gov.vn/bocongan/bothutuc/tthc?matt=26499
Xác nhận thông tin về cư trú,https://dichvucong.bocongan.gov.vn/bocongan/bothutuc/tthc?matt=26497
Xóa đăng ký tạm trú,https://dichvucong.bocongan.gov.vn/bocongan/bothutuc/tthc?matt=26552
Điều chỉnh Giấy phép vận chuyển tiền chất thuốc nổ thực hiện tại Công an cấp tỉnh,https://dichvucong.bocongan.gov.vn/bocongan/bothutuc/tthc?matt=26795
Điều chỉnh thông tin về cư trú trong Cơ sở dữ liệu về cư trú,https://dichvucong.bocongan.gov.vn/bocongan/bothutuc/tthc?matt=26498
Đăng ký mẫu con dấu mới (thực hiện tại cấp trung ương),https://dichvucong.bocongan.gov.vn/bocongan/bothutuc/tthc?matt=26340
"Đề nghị làm mất tính năng, tác dụng của vũ khí, công cụ hỗ trợ được sử dụng để triển lãm, trưng bày hoặc làm đạo cụ trong hoạt động văn hóa, nghệ thuật thực hiện tại Công an cấp tỉnh",https://dichvucong.bocongan.gov.vn/bocongan/bothutuc/tthc?matt=26794
Cấp giấy xác nhận đủ điều kiện kinh doanh dịch vụ phòng cháy và chữa cháy (thực hiện tại cấp tỉnh),https://dichvucong.bocongan.gov.vn/bocongan/bothutuc/tthc?matt=26572
Khai báo tạm trú cho người nước ngoài tại Việt Nam bằng Phiếu khai báo tạm trú,https://dichvucong.bocongan.gov.vn/bocongan/bothutuc/tthc?matt=26244
Cấp đổi thẻ thường trú cho người nước ngoài tại Việt Nam tại Công an cấp tỉnh,https://dichvucong.bocongan.gov.vn/bocongan/bothutuc/tthc?matt=26253
Cấp thẻ thường trú cho người nước ngoài tại Việt Nam (thực hiện tại cấp tinh),https://dichvucong.bocongan.gov.vn/bocongan/bothutuc/tthc?matt=26255
"Cấp giấy thông hành biên giới cho cán bộ, công chức, viên chức, công nhân sang Campuchia tại Công an cấp tỉnh biên giới tiếp giáp với Campuchia",https://dichvucong.bocongan.gov.vn/bocongan/bothutuc/tthc?matt=26261
"Cấp giấy phép đến các tỉnh, thành phố của Việt Nam cho công dân Lào nhập cảnh bằng Giấy thông hành biên giới tại Công an cấp tỉnh",https://dichvucong.bocongan.gov.vn/bocongan/bothutuc/tthc?matt=26262
Cấp giấy thông hành biên giới cho công dân Việt Nam có hộ khẩu thường trú ở tỉnh có chung đường biên giới với Lào,https://dichvucong.bocongan.gov.vn/bocongan/bothutuc/tthc?matt=26264
"Cấp giấy thông hành biên giới Việt Nam – Lào cho công dân Việt Nam làm việc trong các cơ quan, tổ chức, doanh nghiệp có trụ sở tại tỉnh có chung đường biên giới với Lào",https://dichvucong.bocongan.gov.vn/bocongan/bothutuc/tthc?matt=26263
"Cấp giấy thông hành xuất, nhập cảnh vùng biên giới cho công dân Việt Nam thường trú tại các xã, phường, thị trấn tiếp giáp đường biên giới Việt Nam – Trung Quốc ở Công an cấp xã",https://dichvucong.bocongan.gov.vn/bocongan/bothutuc/tthc?matt=26278
"Kiểm tra, xét duyệt nhân sự, cấp phép nhập cảnh cho người nước ngoài, người Việt Nam định cư ở nước ngoài nhập cảnh vào Việt Nam tại Cục Quản lý xuất nhập cảnh, Bộ Công an",https://dichvucong.bocongan.gov.vn/bocongan/bothutuc/tthc?matt=26287
"Cấp giấy thông hành nhập, xuất cảnh cho công dân Việt Nam sang du lịch các tỉnh, thành phố biên giới Trung Quốc tiếp giáp với Việt Nam tại Công an cấp tỉnh",https://dichvucong.bocongan.gov.vn/bocongan/bothutuc/tthc?matt=26289
Cấp giấy chứng nhận về nước cho nạn nhân là công dân Việt Nam bị mua bán ra nước ngoài tại Công an cấp tỉnh,https://dichvucong.bocongan.gov.vn/bocongan/bothutuc/tthc?matt=26365
Cấp Giấy xác nhận nhân sự của công dân Việt Nam ở nước ngoài (thực hiện tại cấp Trung ương),https://dichvucong.bocongan.gov.vn/bocongan/bothutuc/tthc?matt=26254
"Cấp giấy phép vào khu vực cấm, khu vực biên giới cho người nước ngoài tại Công an cấp tỉnh",https://dichvucong.bocongan.gov.vn/bocongan/bothutuc/tthc?matt=26251
Cấp lại thẻ thường trú cho người nước ngoài tại Việt Nam tại Công an cấp tỉnh,https://dichvucong.bocongan.gov.vn/bocongan/bothutuc/tthc?matt=26252
Trình báo mất thẻ ABTC (thực hiện tại cấp tỉnh),https://dichvucong.bocongan.gov.vn/bocongan/bothutuc/tthc?matt=54713
